gene_id,s1,s10,s11,s12,s2,s3,s4,s5,s6,s7,s8,s9
Mrps2,454,485,407,334,407,319,388,584,633,402,856,464
LOC171588,0,2,2,0,0,0,0,2,0,2,3,0
Dennd1a,1095,1308,1102,1029,996,836,1091,1006,1068,824,1922,1346
Mir7665,0,1,0,1,0,0,0,0,0,0,0,0
Olfr1164,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1167,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1166,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1161,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1160,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1163,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1162,0,0,0,0,0,0,0,0,0,0,0,0
Cercam,2080,2016,1850,1674,2117,1777,2051,1858,2330,1536,2482,1988
Mir7655,1,1,3,1,0,1,1,1,1,0,1,3
Slc12a5,0,6,3,10,4,0,0,0,9,3,8,6
Slc12a6,2281,2090,2232,1893,2054,1900,1908,1654,1670,1312,2517,2734
Slc12a1,0,0,0,0,0,0,0,0,0,2,0,0
Cwc22,684,876,724,539,557,531,641,669,727,538,1147,824
a,0,0,0,0,0,0,0,0,0,0,0,0
Scn7a,13402,15420,13368,9912,11293,12257,12387,9595,7713,7853,15796,15851
Apbb1ip,558,872,819,865,702,661,741,958,1422,897,1527,1005
Birc7,0,0,0,0,0,0,0,0,0,0,0,0
Mylk2,0,3,3,5,0,0,0,0,7,3,7,0
Cry2,1734,2305,1650,1557,1423,1631,1121,1000,867,1120,1798,2230
Mir6419,0,0,0,0,0,0,0,0,0,0,0,0
Trim44,3778,4167,3522,2689,3485,3037,3522,3355,3664,2732,5714,3752
Snai1,3086,2727,2705,2082,2132,1678,2044,3487,3439,2364,6424,2885
4921507L20Rik,0,3,0,0,5,0,2,0,0,2,9,0
Vstm2l,0,0,0,0,0,0,0,0,0,0,0,0
Ccndbp1,958,1085,885,711,800,694,699,761,865,625,1231,1039
Uckl1os,0,4,0,0,0,0,0,0,2,2,0,2
Olfr1506,0,0,0,0,0,0,0,0,0,0,0,0
Nanp,103,163,120,106,128,103,96,138,198,123,187,156
Otor,0,0,0,0,0,0,0,0,0,0,0,3
Bend7,26,23,41,20,20,36,40,26,18,19,40,28
Surf2,330,452,381,377,366,278,354,386,381,270,619,443
Slc2a4rg-ps,279,311,267,297,263,179,208,172,169,120,375,275
Zfp217,1137,1387,1096,1038,953,832,922,1102,1302,867,1911,1335
Sun5,0,0,0,0,0,0,0,0,0,0,0,0
Mir297b,0,0,0,0,0,0,0,0,0,0,0,0
Zc3h15,1183,1400,1232,960,1162,925,1172,1591,1659,1045,2221,1177
Lrrc57,604,758,649,515,561,501,582,520,560,484,738,734
Lrrc55,19,45,31,21,28,20,19,25,40,19,34,38
Atf2,1471,1881,1466,1117,1094,1118,1329,1315,1325,1190,2158,1769
Abtb2,1020,1080,1020,820,750,876,847,859,822,507,1311,1136
Nr4a2,7913,10037,5033,4488,6633,5896,7917,5905,4500,5148,8645,5273
Gm14420,3843,5838,3617,2992,3320,2578,2671,2269,1820,2237,5310,4066
Gm14393,0,0,0,0,0,0,12,0,0,9,32,31
Gm14391,464,0,0,0,360,0,442,0,500,0,0,748
Olfr1038-ps,0,0,0,0,0,0,0,0,0,0,0,0
Olfr339,0,0,0,0,0,0,0,0,0,0,0,0
Il15ra,189,306,196,251,183,156,180,263,388,287,610,298
Lbp,1282,1986,1544,1517,1440,1299,1611,1775,1802,1768,3374,1763
Olfr1189,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1188,0,0,0,0,0,0,0,0,0,0,0,0
Inpp5e,1138,1349,1095,883,1005,777,762,877,983,681,1490,1215
Olfr1183,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1182,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1181,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1180,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1186,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1184,0,0,0,0,0,0,0,0,0,0,0,0
Plagl2,585,674,532,476,493,430,493,554,581,355,877,660
Eng,3784,4270,4080,3471,3550,3011,3272,3979,3894,2802,6663,4508
Obp2b,0,0,0,0,0,0,0,0,0,0,0,0
Obp2a,0,0,0,0,0,0,0,0,0,0,0,0
Rc3h2,965,1264,934,833,1278,986,1148,976,1102,914,1642,1094
Timm10,137,150,153,132,116,89,114,203,240,153,339,157
Plekha3,854,1006,847,619,770,692,777,796,922,621,1317,895
Olfr1231,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1230,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1233,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1232,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1234,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1239,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1238,0,0,0,0,0,0,0,0,0,0,0,0
Mbd5,820,910,773,659,642,699,792,746,815,584,1347,981
Aurka,53,79,64,40,40,28,56,240,464,287,352,56
Usp6nl,1512,1444,1280,820,920,1021,1051,1387,1389,943,2143,1417
Prpf6,2112,2350,2172,1607,1594,1560,1833,1863,2015,1343,3067,2199
Shc4,89,143,129,70,66,57,90,167,267,118,254,89
Phpt1,808,1039,812,626,760,638,728,829,974,577,1295,823
Trmt6,325,449,347,291,316,222,337,495,524,429,869,396
Cstl1,0,0,0,0,0,0,0,0,0,0,0,0
Pkp4,1093,986,839,546,802,776,923,616,828,493,1011,878
Snap25,0,0,0,0,0,0,0,0,0,0,0,0
Ninl,637,869,699,643,634,512,606,679,778,471,1255,789
Mir5129,1,1,1,1,1,1,1,1,1,1,1,1
Sox18,91,48,37,28,27,74,18,69,44,9,67,93
Wt1,8,168,36,89,156,35,49,47,166,31,49,194
Traf6,942,1147,1007,715,801,769,886,862,766,630,1272,1115
Fitm2,538,442,426,303,313,393,388,346,374,272,553,577
Sox12,201,157,140,147,178,110,151,410,590,334,689,189
Phf21a,1665,1734,1662,1281,1032,1474,1508,1291,1488,1125,2472,1854
Slc34a3,0,0,0,0,0,0,0,0,0,0,0,0
Rgs19,326,362,332,259,290,219,332,460,617,302,707,346
Fermt1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1284,0,0,0,0,0,0,0,0,0,0,0,0
Abhd16b,0,0,0,0,0,0,2,0,0,0,0,0
Mcm10,0,7,2,0,7,4,3,139,277,129,180,3
Ergic3,4279,5172,4794,3594,4190,3577,4209,4396,4924,3125,6444,5119
Gfra4,20,49,36,5,32,24,18,24,34,13,37,60
8030411F24Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930515L03Rik,0,0,0,0,0,0,0,0,0,0,0,0
Lrp2,3,25,2,7,2,6,2,7,44,2,27,5
Traf1,63,99,50,57,70,34,51,131,297,98,252,74
Traf2,799,1022,911,693,753,595,683,864,922,614,1579,970
Clic3,5,31,10,0,4,9,6,9,17,3,10,11
Lrp4,22666,21709,18129,14017,16129,14714,17677,14549,10246,12524,28805,21532
Btbd18,0,0,0,0,0,0,0,0,0,0,0,0
Zscan29,936,1000,896,623,754,720,740,678,713,540,1124,949
Snora43,0,3,3,4,1,1,1,3,0,2,3,1
Acp2,3313,3794,3271,2091,2596,2308,2803,3010,3207,2292,4635,3719
1700010B08Rik,0,0,0,0,0,0,0,0,0,0,0,0
Chrna4,2,4,0,3,4,2,0,7,7,7,0,4
Mir3098,0,0,0,0,0,0,0,0,0,0,0,0
Chrna1,0,6,0,0,0,4,4,4,0,9,13,0
Acoxl,9,6,0,0,2,5,12,0,5,0,6,0
Mir3091,4,4,3,5,3,5,2,5,12,5,7,3
Zfyve19,454,465,411,340,371,283,340,359,434,286,627,462
Matn4,853,682,779,617,538,598,512,584,452,247,620,777
Klhl23,269,248,194,128,226,159,207,245,320,196,355,195
Tmco5,0,0,0,0,0,0,0,0,0,0,0,0
Enkur,12,24,6,10,6,8,17,15,7,6,24,25
Ube2v1,2784,3047,2622,2143,2606,2159,2551,3481,4082,2584,5395,2988
Tfap2c,0,0,0,0,0,0,0,0,0,0,0,0
Mir684-1,60,95,46,48,146,63,55,68,95,77,111,76
Olfr1042,0,0,0,0,0,0,0,0,0,0,0,0
Spred1,2382,2533,2154,1602,2246,2031,2046,2746,3219,2030,4198,2485
BC029214,510,570,437,468,464,380,373,342,348,293,544,486
Rag2,0,0,0,0,0,0,0,0,0,0,0,0
Rag1,0,0,0,0,0,0,0,0,0,0,0,0
Upf2,1119,1271,1071,862,1008,932,1132,1031,1162,783,1778,1283
Actr5,331,353,284,283,232,216,252,191,244,169,515,346
Btbd3,3022,2985,1678,1786,2281,2225,2171,1926,1092,1573,2858,3027
Adamtsl2,24836,14974,14341,11040,17556,16628,19314,16144,10995,15591,28557,14396
Kiz,673,824,662,526,602,536,590,610,615,413,826,751
Galnt13,0,0,0,0,0,0,0,0,0,0,0,0
Frzb,13,45,71,49,13,21,44,56,112,34,40,59
Mtg2,451,530,439,363,358,337,341,376,388,238,534,473
Mllt10,1393,1440,1316,1052,1100,1102,1232,1190,1137,903,2004,1463
AU019990,0,0,0,0,0,0,0,0,0,0,0,0
Kin,294,419,290,284,324,233,279,270,289,195,469,295
Mir695,0,0,0,0,0,0,0,0,0,0,0,0
Mir126,0,0,0,0,0,0,0,1,0,0,1,0
Kif16b,877,1022,866,565,677,673,814,723,873,608,1079,981
Phgr1,0,0,0,0,0,0,0,0,0,0,0,0
Ptgis,11440,13082,11066,8799,9212,8471,9233,9805,7984,9396,17569,11954
AI646519,0,0,4,0,0,0,2,0,0,0,0,0
Fibin,1266,1289,1370,1141,1170,1330,1145,1313,1172,1026,2028,1691
Ddx31,258,294,297,222,284,198,312,340,331,216,523,269
Catsper2,30,40,38,36,31,32,23,23,42,27,63,28
Olfr259,0,0,0,0,0,0,0,0,0,0,0,0
6530402F18Rik,481,508,489,391,314,337,350,411,467,246,638,532
Pnpla7,572,634,602,564,507,468,383,494,525,483,848,736
Lcn10,0,0,0,0,0,0,0,0,0,0,0,0
Lcn12,0,0,0,0,0,0,0,0,0,0,0,0
Bambi-ps1,37,51,22,25,34,33,21,27,22,14,45,34
Slc39a12,0,0,0,0,0,0,0,0,0,0,0,0
Slc39a13,2291,2149,2052,1656,2205,1600,1972,2171,2631,1466,3588,2246
Nsun6,185,263,174,155,128,152,177,201,181,136,340,196
Nacc2,1541,1449,1384,1014,1359,1295,1613,1389,1590,1033,2457,1636
Adrm1,1828,1946,1640,1534,1612,1254,1530,2032,2191,1548,3472,1798
Lrrc4c,14,22,11,17,13,13,4,33,53,38,43,12
Hoxd8,2,15,5,14,24,2,7,5,10,3,0,15
Hoxd9,0,4,0,0,0,0,0,0,0,0,0,0
Hoxd4,0,6,0,5,2,0,3,1,4,0,0,6
Eef1a2,6,11,18,29,3,15,7,6,8,0,0,21
Zfp120,284,337,253,197,267,211,207,294,275,204,391,282
Hoxd3,41,38,36,35,31,20,28,31,36,24,62,47
Il1f9,0,0,0,5,3,0,0,0,5,4,13,0
Il1f8,0,0,0,0,0,0,0,0,0,0,0,0
Rabl6,2207,2465,2140,1851,1920,1560,1930,2034,2399,1490,3488,2303
Slc30a4,1207,1342,1174,873,1092,1074,1195,1301,1476,963,1891,1397
Mybl2,22,15,22,33,28,24,16,165,395,136,244,31
Ckap2l,20,26,9,13,37,9,24,359,763,362,526,19
Il1f5,0,0,0,0,0,0,0,0,0,0,0,0
Pank2,1159,1345,1088,1094,1191,1045,1258,1133,1226,793,1842,1280
Bpi,0,0,0,0,0,0,0,0,0,0,0,0
Ucma,0,0,0,0,0,0,0,0,0,0,0,0
Frmd4a,1506,1517,1149,952,1161,958,1188,1448,1723,1205,2141,1326
Olfr347,0,0,0,0,0,0,0,0,0,0,0,0
Gm5424,102,180,194,116,122,122,0,206,343,104,256,141
Crls1,360,427,288,281,389,318,400,406,448,321,582,376
Cables2,1015,974,1017,792,909,671,941,911,946,622,1540,1010
Pcna,1473,2114,1634,1182,1335,1287,1504,2313,3276,1784,3291,1682
Fbn1,55756,55760,49960,45857,58062,48738,71916,76717,92937,68320,136413,60698
Mcts2,125,166,103,108,109,84,117,143,126,115,265,118
Nup188,1580,1663,1507,1139,1385,1234,1429,1893,2468,1404,3393,1591
Prokr2,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-8,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-9,0,0,0,0,0,0,0,0,0,0,0,0
Lpin3,1055,1049,843,879,768,718,742,683,675,601,1130,1005
Mir467a-1,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-2,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-4,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-5,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-7,0,0,0,0,0,0,0,0,0,0,0,0
A930006I01Rik,0,2,0,0,3,0,0,0,0,0,0,0
Cse1l,1377,1488,1188,920,1373,1127,1385,1809,2267,1298,2446,1458
Zmynd19,295,362,271,231,313,256,309,352,464,255,584,307
Tpx2,49,55,53,20,58,24,64,653,1458,642,995,42
Bub1b,105,131,64,88,83,81,89,545,1158,465,749,148
Sdcbp2,0,6,15,0,12,0,3,8,7,12,22,13
1700017J07Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm14092,0,0,0,0,0,0,0,0,0,0,0,0
Hspa12b,696,725,596,661,769,627,671,452,490,369,698,727
Ppp1r26,209,183,204,130,163,125,140,182,209,118,304,202
Olfr1120,0,0,0,0,0,0,0,0,0,0,0,0
Slc43a3,29457,33901,25264,19910,23310,24476,23596,19270,14454,16862,31734,30230
Olfr1123,0,0,0,0,0,0,0,0,0,0,0,0
Slc43a1,538,713,615,652,589,527,520,528,609,453,829,764
Olfr1089,0,0,0,0,0,0,0,0,0,0,0,0
Cpxm1,14801,20870,16045,11180,16159,10945,12698,17072,19702,11805,23100,17174
Myl9,1560,1661,1359,1089,1812,1163,1742,1291,1911,1207,2038,1206
Olfr1245,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1246,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1247,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1240,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1241,0,0,0,0,0,0,0,0,0,0,0,0
6430710C18Rik,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1243,0,0,0,0,0,0,0,0,0,0,0,0
Gorasp2,4286,4748,4076,3076,3663,3080,3875,4905,5455,3724,7907,4439
Olfr1248,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1249,0,0,0,0,0,0,0,0,0,0,0,0
Abca2,2421,2933,2468,2110,2227,1927,2195,1258,1403,916,1995,2817
Olfr52,0,0,0,0,0,0,0,0,0,0,0,0
Dnajc24,249,252,209,198,216,183,197,265,259,182,373,273
Hnf4a,0,0,0,0,0,0,0,0,0,0,0,0
Csrp2bp,885,843,826,690,783,738,770,867,1058,670,1414,881
Cdan1,615,682,577,543,579,477,631,690,723,488,1062,702
Hspa5,31169,38201,35814,22418,26690,22692,25597,39314,41819,19696,62702,31268
Abcb11,0,0,0,0,0,0,0,5,0,0,8,0
Fam83c,0,0,0,0,0,0,0,0,0,0,0,0
Pigu,617,762,624,416,640,463,586,676,807,498,1038,732
Tnnc2,0,0,0,0,0,0,0,0,0,0,0,0
Caprin1,4709,5067,4617,3486,4382,3955,4573,7121,9004,4991,10371,4945
H2afb1,1,0,0,0,0,1,1,2,0,0,0,0
Acss2,990,1274,1060,751,781,759,751,738,731,523,1054,1146
Acss1,131,190,107,95,88,93,109,116,108,52,134,100
B230118H07Rik,293,452,368,208,361,236,298,350,394,212,437,400
Ciao1,1110,1297,1166,941,951,857,932,1047,1199,826,1492,1349
Nespas,0,0,0,0,0,0,0,0,13,3,4,0
Arhgap15,120,155,140,82,103,85,96,77,73,64,146,148
Tpd52l2,2425,3102,2740,1987,2253,1960,2252,2186,2284,1575,3291,3016
Tox2,3,4,9,0,11,0,7,5,4,10,11,8
Scrn3,384,510,369,294,327,321,299,331,366,236,438,391
Ptpn1,2284,2295,2078,1744,1927,1592,1927,2473,2815,1689,4422,2261
Rab14,3508,4111,3268,2447,3662,2938,3247,3793,4094,2795,5295,3718
Mir3087,0,0,0,0,0,0,1,0,0,0,0,0
Accsl,0,0,0,0,0,0,0,0,0,0,0,0
Orc4,580,694,491,409,631,577,578,642,575,492,774,631
Mir3088,0,0,0,0,0,0,0,0,0,0,0,0
Vapb,3523,3937,3375,2459,3425,2710,3263,2937,3315,2194,4515,3534
Ctnnd1,7951,7705,6856,5034,5795,5780,6835,6923,7740,4978,11011,8085
Gdf5,0,0,0,0,3,0,0,0,3,0,0,0
Cd302,4405,6099,4852,3528,4430,4135,4542,3838,3483,3009,6612,5400
Rad51,46,29,21,23,27,27,39,154,325,161,239,35
Mfap1b,2737,3107,2852,2002,2144,1994,2212,1961,2173,1468,3226,2989
Mfap1a,3205,3695,3378,2363,2576,2388,2620,2388,2661,1796,3825,3521
Lypd6,0,0,2,0,0,0,0,3,0,0,0,0
Rbl1,168,292,222,154,133,128,188,444,738,460,682,231
Sptan1,16160,19899,16611,12761,15170,12876,16591,15463,17051,12483,28853,19019
Ttl,1321,1363,1282,972,1084,1022,1258,999,1109,681,1352,1331
Fmn1,265,353,319,242,213,183,252,336,523,303,527,331
Serping1,102159,124222,113274,88459,99298,90152,102015,109786,98574,96121,207273,122883
Hypk,876,1094,990,737,927,636,819,1081,1301,915,1722,971
Zfp341,227,185,154,130,130,118,149,157,154,121,245,190
Skida1,82,96,85,60,64,70,80,66,87,69,138,83
Epb4.1l1,1450,1791,1436,1108,1220,1135,1450,1287,1796,961,2000,1708
Zfp345,4,0,0,0,5,0,0,0,0,2,5,0
Nrarp,20,14,16,10,8,11,7,11,8,3,10,18
Nxt1,212,293,237,200,215,184,195,331,372,224,487,282
Rnf208,24,20,23,23,15,10,11,6,5,14,24,22
Sh2d3c,209,234,212,211,185,198,108,177,133,139,367,302
Tmem8c,36,22,21,11,23,18,32,66,33,72,140,13
Sycp2,0,6,3,0,0,0,0,2,0,0,4,0
Dlx1,0,0,0,4,0,0,0,2,0,0,4,0
Dlx2,0,0,0,0,0,0,0,0,0,0,0,0
Gfi1b,0,0,0,0,0,0,0,0,0,0,0,0
1700054M17Rik,0,0,0,0,0,0,0,0,0,0,0,0
Ap5s1,371,427,322,310,291,254,293,372,343,283,562,368
Fcna,0,0,0,0,0,0,0,0,0,0,0,0
Il1f10,0,0,0,0,0,0,0,2,4,0,0,0
Sgk2,0,0,0,0,0,0,0,0,0,0,0,0
Ctsa,5502,6476,6124,4743,4975,4212,4900,5111,5837,3648,7540,6248
Vav2,1590,1545,1364,1038,1054,1084,1194,1458,1524,1250,2929,1592
Ctsz,5960,7071,6708,5180,5597,4808,5698,5099,5739,3592,7584,6957
Rexo4,954,1053,959,814,828,712,830,899,1085,604,1704,1034
Gpr176,231,402,393,220,221,115,190,957,1349,692,1437,308
Metap1d,660,872,693,696,668,502,700,561,492,402,1026,655
Hoxd12,0,0,0,0,0,0,0,0,0,0,0,0
Cenpb,5248,5350,4599,3894,4878,3910,4852,4397,5328,3905,6797,4880
Hoxd10,0,0,0,0,0,0,0,0,0,0,0,0
Hoxd11,0,0,0,0,0,0,0,0,0,0,0,0
Snord67,0,0,0,0,0,0,0,0,0,0,0,0
Rpusd2,91,103,117,78,81,81,76,97,80,70,160,113
Ckap5,1883,2205,1875,1378,1664,1456,1828,1999,2749,1794,3565,2075
Bbs5,182,266,209,157,194,174,181,185,184,143,268,229
Ptges2,400,441,354,351,365,328,401,518,535,344,821,442
Nudt5,248,276,266,208,231,178,211,407,545,286,590,265
Scn9a,0,0,0,0,0,0,0,0,0,0,0,0
Trim69,5,15,10,4,7,5,8,34,20,18,44,3
Prkra,572,734,581,460,568,449,556,657,684,488,925,657
Fbln7,275,867,870,698,370,389,407,321,327,186,294,789
Accs,436,530,414,350,357,284,295,336,301,269,664,460
Olfr1272,0,0,0,0,0,0,0,0,0,0,0,0
Gnas,33450,36860,30119,23569,30674,24739,29668,29734,34673,22443,43691,33325
Pkn3,31,21,6,20,28,9,11,63,124,46,107,26
Evx2,0,0,0,0,0,0,0,0,0,0,0,0
Ythdf1,1830,1942,1693,1413,1589,1474,1665,1743,1941,1283,2632,1880
Napb,115,146,102,87,91,92,94,76,71,76,135,117
Snrpb,3090,3777,3154,2597,2959,2433,2773,3410,3985,2439,5159,3474
Ppp1r1c,0,0,0,0,0,0,0,0,0,0,0,0
4930529M08Rik,0,0,0,0,0,0,0,0,0,0,0,0
Mir7674,2,1,3,2,2,1,2,1,1,2,2,2
Spata5l1,198,149,179,161,166,128,155,186,219,106,268,147
Mir7678,0,1,1,1,0,1,0,1,1,1,1,1
Angpt4,170,186,174,147,221,205,197,114,121,73,137,212
Fam171a1,6252,6099,5482,3749,4995,4396,5168,5063,5008,3448,6891,6178
4930440I19Rik,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc15a,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc15b,0,0,0,0,0,0,0,0,0,0,0,0
Cds2,6034,2600,5791,4421,4855,4939,5320,4365,3932,3262,7714,7246
Slc2a10,1120,1280,1046,847,1105,848,1040,1095,1047,737,1699,1103
Cox4i2,5,8,6,0,5,12,13,13,18,5,16,13
Scn2a1,612,582,539,403,460,399,541,375,413,283,565,663
Fam107b,140,176,152,152,173,195,234,170,221,161,258,213
Alkbh3,485,649,459,439,416,340,425,527,526,449,869,537
Entpd6,164,221,180,159,188,138,185,230,331,184,395,167
Esf1,567,790,547,411,501,444,538,591,651,531,988,615
Entpd2,2603,3431,3916,4325,3461,4046,4073,1678,1908,1363,2182,4386
Hspa14,786,1003,822,646,699,579,792,1004,1206,804,1745,837
Entpd8,0,0,0,0,0,0,0,0,0,0,0,0
Zbtb43,685,754,646,555,624,427,485,519,620,410,940,693
Tor1a,810,943,846,654,764,673,722,801,897,558,1155,856
Zbtb46,189,195,206,210,164,162,166,203,238,146,394,202
Tor1b,2279,2604,2396,1794,1939,1699,1949,2080,2262,1457,3176,2543
Map1lc3a,2738,2968,2419,2106,2230,2119,2507,1763,1672,1296,2641,2770
Olfr1257,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1256,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1255,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1254,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1253,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1252,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1251,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1250,0,0,0,0,0,0,0,0,0,0,0,0
Cyct,0,0,0,0,0,0,0,0,0,0,0,0
Gpat2,0,0,5,0,5,0,3,2,14,0,0,0
Olfr1259,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1258,0,0,0,0,0,0,0,0,0,0,0,0
Gm14405,0,0,0,0,0,0,0,37,25,0,0,0
Gm14403,862,1292,791,587,1002,582,712,819,743,712,1263,900
A930004D18Rik,262,187,194,131,203,162,205,236,287,217,350,212
Necab3,17,27,13,38,36,22,26,14,21,24,28,47
Phyhd1,1521,1851,1368,1381,1215,1020,1080,1102,799,880,2450,1608
Slc9a8,1346,1700,1300,1260,1198,905,1073,1113,1111,880,2053,1427
Nsmf,3056,3320,3027,2640,2745,2173,2498,2439,2445,1799,3891,3244
Mgme1,400,455,495,340,436,315,364,311,372,198,449,511
Elmo2,3337,3451,3006,2747,3013,2678,3225,2689,3089,1871,4497,3527
4930555B11Rik,0,0,0,0,0,0,0,0,0,0,0,0
4833423E24Rik,0,0,0,0,0,0,0,0,0,0,0,0
Slc13a3,0,0,0,0,0,0,0,0,0,0,8,0
Pramel6,0,0,0,0,0,0,0,0,0,0,0,0
Pramel7,0,0,0,0,0,0,0,0,0,0,0,0
9630028H03Rik,0,0,0,0,0,0,0,0,0,0,0,0
Ctnnbl1,951,983,830,717,808,657,768,842,960,641,1467,980
Lrrc8a,2197,2077,1952,1688,1869,1674,1843,2011,2204,1619,3585,2217
Mavs,1205,1375,1120,930,1049,922,1051,963,1061,720,1532,1260
Pofut1,3648,4165,3694,2661,3394,2856,3262,2869,3027,2089,4201,4389
Taf3,761,744,708,459,529,529,601,510,507,389,863,723
Sqrdl,2875,3729,3163,2353,2590,2530,2738,2230,2110,1694,3610,3649
Mastl,10,22,11,20,13,11,24,112,256,150,152,31
Gtsf1l,4,0,3,0,0,0,0,0,0,0,5,0
Phospho2,353,499,421,311,372,317,346,392,409,261,565,432
Anapc1,4991,5961,4881,3752,4376,3841,4733,5233,6271,4217,8518,5670
Fam217b,174,196,154,95,102,115,141,158,175,125,243,206
Lcn11,0,0,0,0,0,0,0,0,0,0,0,0
Mir3967,0,0,0,0,0,0,0,0,0,0,0,0
Mal,4,4,2,0,5,0,7,3,5,0,6,5
Mir3963,0,0,0,1,0,0,0,0,0,0,0,0
Slc28a2,0,0,0,0,0,0,0,0,3,0,3,2
Etohi1,512,685,368,348,374,352,302,374,367,295,743,368
Eif6,1234,1382,1210,993,1069,930,1116,1712,2204,1365,2995,1308
Gm13293,29,24,17,5,17,10,15,21,24,26,54,21
AA467197,0,0,0,2,0,0,2,62,113,70,112,6
Rbm43,698,998,765,604,666,548,681,715,771,562,1110,846
Aplnr,54,49,52,31,40,31,16,39,38,23,54,76
Rbm45,604,615,524,468,441,395,436,604,688,411,844,569
Rapgef4,102,87,78,62,50,63,48,25,31,22,41,117
Rapgef1,3534,3771,3415,2877,3245,3011,3331,3297,3573,2539,5425,4060
Ppdpf,778,882,767,617,770,566,689,699,831,429,963,877
Nostrin,476,501,463,280,340,290,355,307,263,278,558,456
Dpp4,287,585,493,953,619,615,566,320,265,234,336,1046
Dpp7,1193,1594,1582,1319,1227,1074,1147,935,1072,676,1400,1669
Ptpmt1,474,612,492,336,435,390,437,488,581,425,805,563
Prnd,0,0,0,0,0,0,0,0,0,0,0,0
BC061194,15,18,5,0,0,4,0,3,0,0,0,7
Foxa2,8,5,3,8,7,4,6,5,3,3,6,0
Disp2,15,11,13,7,4,26,7,31,35,34,74,29
Sp9,0,0,0,0,3,0,0,0,0,0,0,0
Mir1902,1,1,1,1,1,1,1,1,1,1,1,1
Ccdc32,487,602,488,338,423,349,452,403,418,301,697,569
1700084E18Rik,4,8,1,3,4,1,4,7,8,9,12,5
Sp3,3239,3618,2971,2173,1884,2056,3046,2734,3005,2105,4141,3472
Epc2,1326,1628,1404,1089,1172,1212,1222,1189,1127,918,1762,1508
Sp5,0,6,0,4,0,0,3,7,26,5,3,0
Ccdc34,267,354,296,229,225,230,236,331,515,279,457,309
Csrnp3,0,5,3,4,3,4,3,0,0,4,0,5
Col5a1,36909,29104,29498,26416,34022,30653,40873,49410,67269,35152,68753,32403
Macrod2,72,74,70,44,82,66,84,62,82,43,94,71
Gtf3c5,1218,1323,1089,879,900,851,920,1034,1106,502,1740,1237
Gtf3c4,1398,1485,1472,1052,1194,1015,1264,1485,1778,918,2027,1500
Coq4,183,207,162,155,119,131,147,184,264,156,298,202
Ttll11,25,21,29,11,10,16,5,18,28,19,38,21
Pxmp4,682,851,698,519,573,583,649,580,611,446,774,803
Mc3r,0,0,0,0,0,0,0,0,0,0,0,0
Endog,236,268,266,219,193,173,165,190,163,141,303,298
Tbr1,0,0,0,0,3,0,0,0,0,0,2,0
Gm561,115,175,137,107,124,118,140,126,132,107,175,173
Surf1,1249,1552,1251,971,1018,934,1036,936,836,746,1596,1478
Trpm7,2612,3145,2563,2134,2446,2209,2763,2678,2866,2403,4387,2919
AU015228,62,76,55,40,41,42,40,64,73,40,99,64
Surf4,8225,9203,8193,5744,7270,6218,7919,11563,13552,8285,19199,8656
